0.000000,0371,ffff0000804d0300
0.000020,0140,0002004000000f00
0.000029,0144,c00006904224a000
0.000037,0141,5926742700803f00
0.000044,0156,0180000000000005
0.000052,0002,ff817005f5000000
0.000059,00d0,7500000000000000
0.000066,00d1,00000080
0.000075,00d2,0000ffff10000000
0.000082,00d3,0046c04e000000
0.000089,0280,000b000000000000
0.000098,0152,f1b4000000000880
0.000106,0140,0003004000000f00
0.000113,0141,5926742700803f00
0.003210,0002,ff817007f7000000
0.006790,0370,ffff200180090000
0.006818,0371,ffff0000804d0300
0.008298,0140,0004004000000f00
0.008607,0141,5926742700803f00
0.008883,0144,c00006904224a000
0.009183,0282,98d2004d50012a00
0.009390,0156,0180000000000005
0.013036,0002,ff817009f9000000
0.014699,00d0,7500000000000000
0.014988,00d1,00000080
0.015280,00d2,0000ffff10000000
0.015571,00d4,0000000000000000
0.015778,00d3,8046c04e000001
0.016071,0280,000c000000000000
0.016513,0152,f9c4000000000880
0.018251,0140,0005004000000f00
0.018543,0141,5926742700803f00
0.023069,0002,ff81700bfb000000
0.026207,0371,ffff0000804d0300
0.026513,0376,fa
0.028105,0140,0006004000000f00
0.028393,0141,5926742700803f00
0.028682,0144,c00006904224a000
0.028974,0360,0000536230400100
0.029268,0156,0180000000000005
0.029472,0361,000131d86e000000
0.029758,0362,2c7060b74f3ebf04
0.033028,0002,ff81700dfd000000
0.034709,00d0,7500000000000000
0.034998,00d1,00000080
0.035290,00d2,0000ffff10000000
0.035585,00d4,0000000000000000
0.035792,00d3,8046c04e000002
0.036082,0280,000d000000000000
0.036547,0152,f1d4000000000880
0.038302,0140,0007004000000f00
0.038546,0141,5926742700803f00
0.043071,0002,ff81700fff000000
0.045286,0372,00e0000000000000
0.046240,0371,ffff0000804d0300
0.048249,0140,0008004000000f00
0.048552,0141,5926742700803f00
0.048884,0144,c00006904224a000
0.049175,0156,0180000000000005
0.053065,0002,ff817001f1000000
0.054195,0370,ffff2001800a0000
0.054749,00d0,7500000000000000
0.055037,00d1,00000080
0.055345,00d2,0000ffff10000000
0.055571,00d3,0046c04e000003
0.055892,0280,000e000000000000
0.056534,0152,f1e4000000000880
0.058200,0140,0009004000000f00
0.058507,0141,5926742700803f00
0.059299,0282,98e2004d50012a00
0.063060,0002,ff817003f3000000
0.066193,0371,ffff0000804d0300
0.068043,0140,000a004000000f00
0.068346,0141,5926742700803f00
0.068645,0144,c00006904224a000
0.068943,0156,0180000000000005
0.069244,03d1,9f0f0000fd000000
0.073076,0002,ff817005f5000000
0.074733,00d0,7500000000000000
0.075042,00d1,00000080
0.075349,00d2,0000ffff10000000
0.075566,00d3,8046c04e000004
0.075873,0280,000f000000000000
0.076542,0152,f9f4000000000880
0.076833,0376,fa
0.078135,0140,000b004000000f00
0.078437,0141,5926742700803f00
0.078736,0360,0000536230400100
0.079062,0362,2c7060b74f3ebf04
0.079271,0361,000131d86f000000
0.083068,0002,ff817007f7000000
0.086193,0371,ffff0000804d0300
0.088400,0140,000c004000000f00
0.088707,0141,5926742700803f00
0.089012,0144,c00006904224a000
0.089331,0156,0180000000000005
0.093058,0002,ff817009f9000000
0.094742,00d0,7500000000000000
0.095046,00d1,00000080
0.095347,00d2,0000ffff10000000
0.095561,00d3,0046c04e000005
0.095862,0280,0000000000000000
0.096515,0152,f904000000000880
0.098135,0140,000d004000000f00
0.098436,0141,5926742700803f00
0.102244,0370,ffff2001800b0000
0.103060,0002,ff81700bfb000000
0.106184,0371,ffff0000804d0300
0.108003,0140,000e004000000f00
0.108289,0141,5926742700803f00
0.108610,0144,c00006904224a000
0.108915,0156,0180000000000005
0.109231,0282,8ef2004d50012a00
0.113053,0002,ff81700dfd000000
0.114737,00d0,7500000000000000
0.115041,00d1,00000080
0.115348,00d2,0000ffff10000000
0.115566,00d3,0046c04e000006
0.115871,0280,0001000000000000
0.116527,0152,f114000000000880
0.118084,0140,000f004000000f00
0.118391,0141,5926742700803f00
0.123061,0002,ff81700fff000000
0.126176,0371,ffff0000804d0300
0.126483,0376,fa
0.128112,0140,0000004000000f00
0.128403,0141,5926742700803f00
0.128689,0144,c00006904224a000
0.128979,0360,0000536230400100
0.129269,0156,0180000000000005
0.129887,0361,000131d860000000
0.129998,0362,2d7060b74f3ebf04
0.133040,0002,ff817001f1000000
0.134714,00d0,7500000000000000
0.135008,00d1,00000080
0.135303,00d2,0000ffff10000000
0.135509,00d3,8046c04e000007
0.135798,00d4,0000000000000000
0.136093,0280,0002000000000000
0.136383,0378,9100000000000000
0.136676,0152,f124000000000880
0.138212,0140,0001004000000f00
0.138455,0141,5926742700803f00
0.143060,0002,ff817003f3000000
0.145279,0372,00f8000000000000
0.146166,0371,ffff0000804d0300
0.147955,0140,0002004000000f00
0.148254,0141,5926742700803f00
0.148555,0144,c00006904224a000
0.149247,0156,0180000000000005
0.150173,0370,ffff2001800c0000
0.153059,0002,ff817005f5000000
0.154743,00d0,7500000000000000
0.155048,00d1,00000080
0.155354,00d2,0000ffff10000000
0.155573,00d3,8046c04e000008
0.155881,0280,0003000000000000
0.156544,0152,f934000000000880
0.158041,0140,0003004000000f00
0.158348,0141,5926742700803f00
0.159351,0282,8e02004d50012a00
0.163053,0002,ff817007f7000000
0.166168,0371,ffff0000804d0300
0.168081,0140,0004004000000f00
0.168384,0141,5926742700803f00
0.168687,0144,c00006904224a000
0.168989,0156,0180000000000005
0.169293,03d1,9f0f0000fd000000
0.173050,0002,ff817009f9000000
0.174749,00d0,7500000000000000
0.175038,00d1,00000080
0.175346,00d2,0000ffff10000000
0.175562,00d3,0046c04e000009
0.175863,0280,0004000000000000
0.176523,0152,f144000000000880
0.176828,0376,fa
0.178048,0140,0005004000000f00
0.178344,0141,5926742700803f00
0.178645,0360,0000536230400100
0.178948,0362,2d7060b74f3ebf04
0.179163,0361,000131d861000000
0.183031,0002,ff81700bfb000000
0.186175,0371,ffff0000804d0300
0.188112,0140,0006004000000f00
0.188402,0141,5926742700803f00
0.188725,0144,c00006904224a000
0.189014,0156,0180000000000005
0.193051,0002,ff81700dfd000000
0.194737,00d0,7500000000000000
0.195038,00d1,00000080
0.195342,00d2,0000ffff10000000
0.195557,00d3,0046c04e00000a
0.195855,0280,0005000000000000
0.196501,0152,f954000000000880
0.197963,0140,0007004000000f00
0.198262,0141,5926742700803f00
0.198563,0370,ffff2001800d0000
0.203058,0002,ff81700fff000000
0.206156,0371,ffff0000804d0300
0.208005,0140,0008004000000f00
0.208301,0141,5926742700803f00
0.208667,0144,c00006904224a000
0.208887,0156,0180000000000005
0.209177,0282,9d12004d50012a00
0.213015,0002,ff817001f1000000
0.214705,00d0,7500000000000000
0.214994,00d1,00000080
0.215283,00d2,0000ffff10000000
0.215576,00d4,0000000000000000
0.215784,00d3,8046c04e00000b
0.216074,0280,0006000000000000
0.216552,0152,f964000000000880
0.217983,0140,0009004000000f00
0.218275,0141,5926742700803f00
0.223073,0002,ff817003f3000000
