"No.","Time","Source","Destination","Protocol","Length","Info"
"7816","8.607372","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7817","8.612333","","","CAN","16","STD: 0x00000002   ff 81 70 01 f1 00 00 00"
"7818","8.612847","","","CAN","16","STD: 0x00000280   00 0a 00 00 00 00 00 00"
"7819","8.613173","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7820","8.613427","","","CAN","16","STD: 0x00000282   93 92 00 4d 50 11 2a 00"
"7821","8.614538","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7822","8.614865","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7823","8.615110","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7824","8.615418","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 af"
"7825","8.615946","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7826","8.616641","","","CAN","16","STD: 0x00000152   f9 a4 00 00 00 00 08 80"
"7827","8.616966","","","CAN","16","STD: 0x00000140   00 02 00 40 00 00 0f 00"
"7828","8.617372","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7829","8.617604","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"7830","8.617917","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7831","8.618235","","","CAN","16","STD: 0x00000362   11 6f 60 b6 4f 3e be 04"
"7832","8.622311","","","CAN","16","STD: 0x00000002   ff 81 70 03 f3 00 00 00"
"7833","8.623841","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7834","8.626665","","","CAN","9","STD: 0x00000376   fa"
"7835","8.626991","","","CAN","16","STD: 0x00000140   00 03 00 40 00 00 0f 00"
"7836","8.627355","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7837","8.632396","","","CAN","16","STD: 0x00000002   ff 81 70 05 f5 00 00 00"
"7838","8.632834","","","CAN","16","STD: 0x00000280   00 0b 00 00 00 00 00 00"
"7839","8.633160","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7840","8.634542","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7841","8.634865","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7842","8.635110","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7843","8.635418","","","CAN","15","STD: 0x000000d3   80 46 c0 4e 00 00 b0"
"7844","8.635943","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7845","8.636692","","","CAN","16","STD: 0x00000152   f1 b4 00 00 00 00 08 80"
"7846","8.637009","","","CAN","16","STD: 0x00000140   00 04 00 40 00 00 0f 00"
"7847","8.637385","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7848","8.637692","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7849","8.642287","","","CAN","16","STD: 0x00000002   ff 81 70 07 f7 00 00 00"
"7850","8.643817","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 0d 00 00"
"7851","8.644127","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7852","8.644418","","","CAN","16","STD: 0x00000372   00 40 00 00 00 00 00 00"
"7853","8.646911","","","CAN","16","STD: 0x00000140   00 05 00 40 00 00 0f 00"
"7854","8.647264","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7855","8.652394","","","CAN","16","STD: 0x00000002   ff 81 70 09 f9 00 00 00"
"7856","8.652791","","","CAN","16","STD: 0x00000280   00 0c 00 00 00 00 00 00"
"7857","8.653472","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7858","8.654534","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7859","8.654853","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7860","8.655097","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7861","8.655398","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 b1"
"7862","8.655871","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7863","8.656664","","","CAN","16","STD: 0x00000152   f9 c4 00 00 00 00 08 80"
"7864","8.656981","","","CAN","16","STD: 0x00000140   00 06 00 40 00 00 0f 00"
"7865","8.657377","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7866","8.657672","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7867","8.662318","","","CAN","16","STD: 0x00000002   ff 81 70 0b fb 00 00 00"
"7868","8.663585","","","CAN","16","STD: 0x00000282   93 a2 00 4d 50 11 2a 00"
"7869","8.663887","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7870","8.666898","","","CAN","16","STD: 0x00000140   00 07 00 40 00 00 0f 00"
"7871","8.667276","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7872","8.667523","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"7873","8.667837","","","CAN","16","STD: 0x00000361   00 01 31 d8 6b 00 00 00"
"7874","8.668168","","","CAN","16","STD: 0x00000362   11 6f 60 b6 4f 3e be 04"
"7875","8.672307","","","CAN","16","STD: 0x00000002   ff 81 70 0d fd 00 00 00"
"7876","8.672802","","","CAN","16","STD: 0x00000280   00 0d 00 00 00 00 00 00"
"7877","8.673209","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7878","8.673508","","","CAN","16","STD: 0x000003d1   a0 0f 00 00 fd 00 00 00"
"7879","8.674532","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7880","8.674861","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7881","8.675104","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7882","8.675414","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 b2"
"7883","8.675941","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7884","8.676651","","","CAN","16","STD: 0x00000152   f1 d4 00 00 00 00 08 80"
"7885","8.676977","","","CAN","9","STD: 0x00000376   fa"
"7886","8.677368","","","CAN","16","STD: 0x00000140   00 08 00 40 00 00 0f 00"
"7887","8.677610","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7888","8.677902","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7889","8.682326","","","CAN","16","STD: 0x00000002   ff 81 70 0f ff 00 00 00"
"7890","8.683827","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7891","8.686885","","","CAN","16","STD: 0x00000140   00 09 00 40 00 00 0f 00"
"7892","8.687246","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7893","8.691827","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 0e 00 00"
"7894","8.692382","","","CAN","16","STD: 0x00000002   ff 81 70 01 f1 00 00 00"
"7895","8.692886","","","CAN","16","STD: 0x00000280   00 0e 00 00 00 00 00 00"
"7896","8.693198","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7897","8.694504","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7898","8.694813","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7899","8.695047","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7900","8.695349","","","CAN","15","STD: 0x000000d3   80 46 c0 4e 00 00 b3"
"7901","8.695589","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7902","8.696590","","","CAN","16","STD: 0x00000152   f1 e4 00 00 00 00 08 80"
"7903","8.696900","","","CAN","16","STD: 0x00000140   00 0a 00 40 00 00 0f 00"
"7904","8.697320","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7905","8.697605","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7906","8.702322","","","CAN","16","STD: 0x00000002   ff 81 70 03 f3 00 00 00"
"7907","8.703815","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7908","8.706819","","","CAN","16","STD: 0x00000140   00 0b 00 40 00 00 0f 00"
"7909","8.707330","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7910","8.712365","","","CAN","16","STD: 0x00000002   ff 81 70 05 f5 00 00 00"
"7911","8.712778","","","CAN","16","STD: 0x00000280   00 0f 00 00 00 00 00 00"
"7912","8.713178","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7913","8.713470","","","CAN","16","STD: 0x00000282   93 b2 00 4d 50 01 2a 00"
"7914","8.714520","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7915","8.714831","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7916","8.715066","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7917","8.715364","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 b4"
"7918","8.715668","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7919","8.716633","","","CAN","16","STD: 0x00000152   f9 f4 00 00 00 00 08 80"
"7920","8.716941","","","CAN","16","STD: 0x00000140   00 0c 00 40 00 00 0f 00"
"7921","8.717315","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7922","8.717557","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"7923","8.717869","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7924","8.718188","","","CAN","16","STD: 0x00000362   0a 6e 60 b6 4f 3e be 04"
"7925","8.722303","","","CAN","16","STD: 0x00000002   ff 81 70 07 f7 00 00 00"
"7926","8.723858","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7927","8.726581","","","CAN","9","STD: 0x00000376   fa"
"7928","8.726909","","","CAN","16","STD: 0x00000140   00 0d 00 40 00 00 0f 00"
"7929","8.727289","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7930","8.732363","","","CAN","16","STD: 0x00000002   ff 81 70 09 f9 00 00 00"
"7931","8.732792","","","CAN","16","STD: 0x00000280   00 00 00 00 00 00 00 00"
"7932","8.733186","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7933","8.734538","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7934","8.734863","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7935","8.735109","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7936","8.735414","","","CAN","15","STD: 0x000000d3   80 46 c0 4e 00 00 b5"
"7937","8.735942","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7938","8.736667","","","CAN","16","STD: 0x00000152   f9 04 00 00 00 00 08 80"
"7939","8.736988","","","CAN","16","STD: 0x00000140   00 0e 00 40 00 00 0f 00"
"7940","8.737280","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7941","8.737556","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7942","8.739769","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 0f 00 00"
"7943","8.742278","","","CAN","16","STD: 0x00000002   ff 81 70 0b fb 00 00 00"
"7944","8.743772","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7945","8.744381","","","CAN","16","STD: 0x00000372   00 58 00 00 00 00 00 00"
"7946","8.746748","","","CAN","16","STD: 0x00000140   00 0f 00 40 00 00 0f 00"
"7947","8.747038","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7948","8.752368","","","CAN","16","STD: 0x00000002   ff 81 70 0d fd 00 00 00"
"7949","8.752769","","","CAN","16","STD: 0x00000280   00 01 00 00 00 00 00 00"
"7950","8.753512","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7951","8.754550","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7952","8.754867","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7953","8.755107","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7954","8.755409","","","CAN","15","STD: 0x000000d3   80 46 c0 4e 00 00 b6"
"7955","8.755923","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7956","8.756664","","","CAN","16","STD: 0x00000152   f1 14 00 00 00 00 08 80"
"7957","8.756980","","","CAN","16","STD: 0x00000140   00 00 00 40 00 00 0f 00"
"7958","8.757378","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7959","8.757671","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7960","8.762314","","","CAN","16","STD: 0x00000002   ff 81 70 0f ff 00 00 00"
"7961","8.763636","","","CAN","16","STD: 0x00000282   93 c2 00 4d 50 01 2a 00"
"7962","8.763951","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7963","8.766795","","","CAN","16","STD: 0x00000140   00 01 00 40 00 00 0f 00"
"7964","8.767113","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7965","8.767361","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"7966","8.767669","","","CAN","16","STD: 0x00000361   00 01 31 d8 6d 00 00 00"
"7967","8.767984","","","CAN","16","STD: 0x00000362   0a 6e 60 b6 4f 3e be 04"
"7968","8.772350","","","CAN","16","STD: 0x00000002   ff 81 70 01 f1 00 00 00"
"7969","8.772754","","","CAN","16","STD: 0x00000280   00 02 00 00 00 00 00 00"
"7970","8.773259","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7971","8.773557","","","CAN","16","STD: 0x000003d1   9e 0f 00 00 fd 00 00 00"
"7972","8.774537","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7973","8.774864","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7974","8.775109","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7975","8.775414","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 b7"
"7976","8.775918","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7977","8.776647","","","CAN","16","STD: 0x00000152   f1 24 00 00 00 00 08 80"
"7978","8.776973","","","CAN","16","STD: 0x00000140   00 02 00 40 00 00 0f 00"
"7979","8.777291","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7980","8.777598","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7981","8.777918","","","CAN","9","STD: 0x00000376   fa"
"7982","8.782312","","","CAN","16","STD: 0x00000002   ff 81 70 03 f3 00 00 00"
"7983","8.783802","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"7984","8.786745","","","CAN","16","STD: 0x00000140   00 03 00 40 00 00 0f 00"
"7985","8.787043","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7986","8.787811","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 00 00 00"
"7987","8.792343","","","CAN","16","STD: 0x00000002   ff 81 70 05 f5 00 00 00"
"7988","8.792737","","","CAN","16","STD: 0x00000280   00 03 00 00 00 00 00 00"
"7989","8.793210","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"7990","8.794499","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"7991","8.794810","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"7992","8.795043","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"7993","8.795345","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 b8"
"7994","8.795647","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"7995","8.796591","","","CAN","16","STD: 0x00000152   f9 34 00 00 00 00 08 80"
"7996","8.796900","","","CAN","16","STD: 0x00000140   00 04 00 40 00 00 0f 00"
"7997","8.797316","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"7998","8.797586","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"7999","8.802289","","","CAN","16","STD: 0x00000002   ff 81 70 07 f7 00 00 00"
"8000","8.803749","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8001","8.806689","","","CAN","16","STD: 0x00000140   00 05 00 40 00 00 0f 00"
"8002","8.806978","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8003","8.812365","","","CAN","16","STD: 0x00000002   ff 81 70 09 f9 00 00 00"
"8004","8.812813","","","CAN","16","STD: 0x00000280   00 04 00 00 00 00 00 00"
"8005","8.813230","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8006","8.813535","","","CAN","16","STD: 0x00000282   93 d2 00 4d 50 01 2a 00"
"8007","8.814551","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8008","8.814878","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8009","8.815125","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8010","8.815433","","","CAN","15","STD: 0x000000d3   80 46 c0 4e 00 00 b9"
"8011","8.815909","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8012","8.816590","","","CAN","16","STD: 0x00000140   00 06 00 40 00 00 0f 00"
"8013","8.816914","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8014","8.817219","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8015","8.817470","","","CAN","16","STD: 0x00000152   f1 44 00 00 00 00 08 80"
"8016","8.817788","","","CAN","16","STD: 0x00000361   00 01 31 d8 6e 00 00 00"
"8017","8.818316","","","CAN","16","STD: 0x00000362   94 6d 60 b6 4f 3e be 04"
"8018","8.822305","","","CAN","16","STD: 0x00000002   ff 81 70 0b fb 00 00 00"
"8019","8.823781","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8020","8.826554","","","CAN","9","STD: 0x00000376   fa"
"8021","8.826881","","","CAN","16","STD: 0x00000140   00 07 00 40 00 00 0f 00"
"8022","8.827242","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8023","8.832341","","","CAN","16","STD: 0x00000002   ff 81 70 0d fd 00 00 00"
"8024","8.832736","","","CAN","16","STD: 0x00000280   00 05 00 00 00 00 00 00"
"8025","8.833231","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8026","8.834555","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8027","8.834881","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8028","8.835201","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8029","8.835746","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8030","8.836045","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 01 00 00"
"8031","8.836663","","","CAN","16","STD: 0x00000152   f9 54 00 00 00 00 08 80"
"8032","8.836987","","","CAN","16","STD: 0x00000140   00 08 00 40 00 00 0f 00"
"8033","8.837296","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8034","8.837574","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8035","8.842321","","","CAN","16","STD: 0x00000002   ff 81 70 0f ff 00 00 00"
"8036","8.843778","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8037","8.844398","","","CAN","16","STD: 0x00000372   00 68 00 00 00 00 00 00"
"8038","8.846703","","","CAN","16","STD: 0x00000140   00 09 00 40 00 00 0f 00"
"8039","8.847213","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8040","8.852449","","","CAN","16","STD: 0x00000002   ff 81 70 01 f1 00 00 00"
"8041","8.852756","","","CAN","16","STD: 0x00000280   00 06 00 00 00 00 00 00"
"8042","8.853559","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8043","8.854523","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8044","8.854841","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8045","8.855084","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8046","8.855392","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 bb"
"8047","8.855707","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8048","8.856513","","","CAN","16","STD: 0x00000140   00 0a 00 40 00 00 0f 00"
"8049","8.856827","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8050","8.857200","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8051","8.857462","","","CAN","16","STD: 0x00000152   f9 64 00 00 00 00 08 80"
"8052","8.862315","","","CAN","16","STD: 0x00000002   ff 81 70 03 f3 00 00 00"
"8053","8.863685","","","CAN","16","STD: 0x00000282   93 e2 00 4d 50 01 2a 00"
"8054","8.863991","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8055","8.866633","","","CAN","16","STD: 0x00000140   00 0b 00 40 00 00 0f 00"
"8056","8.866957","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8057","8.867256","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"8058","8.867570","","","CAN","16","STD: 0x00000361   00 01 31 d8 6f 00 00 00"
"8059","8.867892","","","CAN","16","STD: 0x00000362   94 6d 60 b6 4f 3e be 04"
"8060","8.872320","","","CAN","16","STD: 0x00000002   ff 81 70 05 f5 00 00 00"
"8061","8.872715","","","CAN","16","STD: 0x00000280   00 07 00 00 00 00 00 00"
"8062","8.873317","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8063","8.873618","","","CAN","16","STD: 0x000003d1   a1 0f 00 00 fd 00 00 00"
"8064","8.874535","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8065","8.874862","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8066","8.875183","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8067","8.875711","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8068","8.876654","","","CAN","16","STD: 0x00000152   f1 74 00 00 00 00 08 80"
"8069","8.876902","","","CAN","16","STD: 0x00000140   00 0c 00 40 00 00 0f 00"
"8070","8.877269","","","CAN","9","STD: 0x00000376   fa"
"8071","8.877601","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8072","8.882291","","","CAN","16","STD: 0x00000002   ff 81 70 07 f7 00 00 00"
"8073","8.883793","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 02 00 00"
"8074","8.884093","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8075","8.886635","","","CAN","16","STD: 0x00000140   00 0d 00 40 00 00 0f 00"
"8076","8.886941","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8077","8.892347","","","CAN","16","STD: 0x00000002   ff 81 70 09 f9 00 00 00"
"8078","8.892783","","","CAN","16","STD: 0x00000280   00 08 00 00 00 00 00 00"
"8079","8.893110","","","CAN","16","STD: 0x00000281   00 00 fc fc 50 00 00 00"
"8080","8.893434","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8081","8.894515","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8082","8.894827","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8083","8.895058","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8084","8.895356","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 bd"
"8085","8.895601","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8086","8.896424","","","CAN","16","STD: 0x00000140   00 0e 00 40 00 00 0f 00"
"8087","8.896737","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8088","8.897051","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8089","8.897436","","","CAN","16","STD: 0x00000152   f1 84 00 00 00 00 08 80"
"8090","8.902305","","","CAN","16","STD: 0x00000002   ff 81 70 0b fb 00 00 00"
"8091","8.903764","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8092","8.906573","","","CAN","16","STD: 0x00000140   00 0f 00 40 00 00 0f 00"
"8093","8.906873","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8094","8.912343","","","CAN","16","STD: 0x00000002   ff 81 70 0d fd 00 00 00"
"8095","8.912742","","","CAN","16","STD: 0x00000280   00 09 00 00 00 00 00 00"
"8096","8.913300","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8097","8.913607","","","CAN","16","STD: 0x00000282   98 f2 00 4d 50 01 2a 00"
"8098","8.914551","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8099","8.914875","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8100","8.915121","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8101","8.915423","","","CAN","15","STD: 0x000000d3   00 46 c0 4e 00 00 be"
"8102","8.915950","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8103","8.916638","","","CAN","16","STD: 0x00000140   00 00 00 40 00 00 0f 00"
"8104","8.916961","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8105","8.917257","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8106","8.917574","","","CAN","16","STD: 0x00000152   f9 94 00 00 00 00 08 80"
"8107","8.917892","","","CAN","16","STD: 0x00000360   00 00 52 62 30 40 01 00"
"8108","8.918430","","","CAN","16","STD: 0x00000362   80 6d 60 b6 4f 3e be 04"
"8109","8.922288","","","CAN","16","STD: 0x00000002   ff 81 70 0f ff 00 00 00"
"8110","8.923752","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
"8111","8.926619","","","CAN","16","STD: 0x00000140   00 01 00 40 00 00 0f 00"
"8112","8.926865","","","CAN","9","STD: 0x00000376   fa"
"8113","8.927215","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8114","8.931756","","","CAN","16","STD: 0x00000370   ff ff 20 01 80 03 00 00"
"8115","8.932325","","","CAN","16","STD: 0x00000002   ff 81 70 01 f1 00 00 00"
"8116","8.932726","","","CAN","16","STD: 0x00000280   00 0a 00 00 00 00 00 00"
"8117","8.933302","","","CAN","16","STD: 0x00000156   01 80 00 00 00 00 00 05"
"8118","8.934552","","","CAN","16","STD: 0x000000d0   75 00 00 00 00 00 00 00"
"8119","8.934875","","","CAN","12","STD: 0x000000d1   00 00 00 80"
"8120","8.935192","","","CAN","16","STD: 0x000000d2   00 00 ff ff 10 00 00 00"
"8121","8.935700","","","CAN","16","STD: 0x000000d4   00 00 00 00 00 00 00 00"
"8122","8.936444","","","CAN","16","STD: 0x00000140   00 02 00 40 00 00 0f 00"
"8123","8.936770","","","CAN","16","STD: 0x00000141   59 26 74 27 00 80 3f 00"
"8124","8.937017","","","CAN","16","STD: 0x00000144   c0 00 06 90 42 24 a0 00"
"8125","8.937370","","","CAN","16","STD: 0x00000152   f9 a4 00 00 00 00 08 80"
"8126","8.942295","","","CAN","16","STD: 0x00000002   ff 81 70 03 f3 00 00 00"
"8127","8.943754","","","CAN","16","STD: 0x00000371   ff ff 00 00 80 4d 03 00"
